wave_nm	int
1596.140747	716
1596.775757	525
1597.410889	424
1598.045898	274
1598.68103	302
1599.31604	248
1599.951172	247
1600.586182	236
1601.221313	165
1601.856323	188
1602.491455	192
1603.126587	259
1603.761597	209
1604.396729	190
1605.031738	184
1605.66687	209
1606.30188	263
1606.937012	227
1607.572021	233
1608.207153	261
1608.842163	338
1609.477295	562
1610.112305	1342
1610.747437	2154
1611.382568	2030
1612.017578	1525
1612.65271	896
1613.28772	557
1613.922852	416
1614.557861	273
1615.192993	258
1615.828003	232
1616.463135	182
1617.098145	188
1617.733276	255
1618.368286	221
1619.003418	252
1619.63855	197
1620.27356	276
1620.908691	419
1621.543701	823
1622.178833	944
1622.813843	887
1623.448975	957
1624.083984	662
1624.719116	534
1625.354126	400
1625.989258	303
1626.624268	259
1627.259399	241
1627.894531	217
1628.529541	204
1629.164673	215
1629.799683	206
1630.434814	286
1631.069824	302
1631.704956	373
1632.339966	339
1632.975098	289
1633.610107	289
1634.245239	237
1634.880371	174
1635.515381	219
1636.150513	218
1636.785522	234
1637.420654	203
1638.055664	241
1638.690796	198
1639.325806	217
1639.960938	228
1640.595947	215
1641.231079	222
1641.866089	292
1642.501221	263
1643.136353	244
1643.771362	230
1644.406494	256
1645.041504	212
1645.676636	219
1646.311646	233
1646.946777	233
1647.581787	205
1648.216919	213
1648.851929	187
1649.487061	251
1650.12207	231
1650.757202	250
1651.392334	183
1652.027344	214
1652.662476	195
1653.297485	195
1653.932617	216
1654.567627	238
1655.202759	201
1655.837769	251
1656.4729	202
1657.10791	212
1657.743042	196
1658.378174	238
1659.013184	235
1659.648315	261
1660.283325	261
1660.918457	476
1661.553467	1429
1662.188599	3015
1662.823608	2838
1663.45874	2159
1664.09375	1305
1664.728882	846
1665.363892	571
1665.999023	477
1666.634155	439
1667.269165	399
1667.904297	316
1668.539307	279
1669.174438	207
1669.809448	247
1670.44458	234
1671.07959	261
1671.714722	227
1672.349731	271
1672.984863	310
1673.619873	388
1674.255005	418
1674.890137	382
1675.525146	358
1676.160278	376
1676.795288	509
1677.43042	740
1678.06543	648
1678.700562	560
1679.335571	412
1679.970703	306
1680.605713	301
1681.240845	256
1681.875977	204
1682.510986	229
1683.146118	224
1683.781128	219
1684.41626	237
1685.05127	240
1685.686401	239
1686.321411	244
1686.956543	234
1687.591553	275
1688.226685	344
1688.861694	351
1689.496826	356
1690.131958	373
1690.766968	350
1691.4021	321
1692.037109	306
1692.672241	312
1693.307251	306
1693.942383	325
1694.577393	263
1695.212524	241
1695.847534	220
1696.482666	261
1697.117676	218
1697.752808	267
1698.387939	235
1699.022949	245
1699.658081	231
1700.293091	209
1700.928223	262
1701.563232	211
1702.198364	262
1702.833374	203
1703.468506	187
1704.103516	189
1704.738647	191
1705.373657	260
1706.008789	203
1706.643921	258
1707.278931	246
1707.914062	282
1708.549072	297
1709.184204	259
1709.819214	232
1710.454346	249
1711.089355	181
1711.724487	215
1712.359497	187
1712.994629	260
1713.629761	227
1714.264771	227
1714.899902	198
1715.534912	223
1716.170044	229
1716.805054	263
1717.440186	231
1718.075195	248
1718.710327	183
1719.345337	215
1719.980469	218
1720.615479	191
1721.25061	200
1721.885742	250
1722.520752	214
1723.155884	233
1723.790894	275
1724.426025	320
1725.061035	273
1725.696167	288
1726.331177	246
1726.966309	263
1727.601318	228
1728.23645	242
1728.87146	228
1729.506592	172
1730.141724	150
1730.776733	213
1731.411865	204
1732.046875	208
1732.682007	189
1733.317017	192
1733.952148	215
1734.587158	193
1735.22229	200
1735.8573	222
1736.492432	201
1737.127563	215
1737.762573	187
1738.397705	192
1739.032715	169
1739.667847	211
1740.302856	215
1740.937988	243
1741.572998	376
1742.20813	622
1742.84314	759
1743.478271	659
1744.113281	499
1744.748413	408
1745.383545	288
1746.018555	274
1746.653687	230
1747.288696	215
1747.923828	221
1748.558838	240
1749.19397	232
1749.828979	209
1750.464111	230
1751.099121	263
1751.734253	212
1752.369263	236
1753.004395	219
1753.639526	228
1754.274536	211
1754.909668	217
1755.544678	220
1756.17981	227
1756.814819	233
1757.449951	243
1758.084961	202
1758.720093	253
1759.355103	259
1759.990234	230
1760.625366	234
1761.260376	268
1761.895508	287
1762.530518	251
1763.165649	228
1763.800659	233
1764.435791	220
1765.070801	239
1765.705933	223
1766.340942	241
1766.976074	207
1767.611084	256
1768.246216	242
1768.881348	275
1769.516357	259
1770.151489	226
1770.786499	201
1771.421631	264
1772.056641	258
1772.691772	199
1773.326782	192
1773.961914	267
1774.596924	293
1775.232056	208
1775.867065	238
1776.502197	244
1777.137329	259
1777.772339	222
1778.407471	204
1779.04248	252
1779.677612	244
1780.312622	251
1780.947754	196
1781.582764	232
1782.217896	241
1782.852905	212
1783.488037	207
1784.123047	228
1784.758179	240
1785.393311	211
1786.02832	217
1786.663452	246
1787.298462	236
1787.933594	224
1788.568604	218
1789.203735	231
1789.838745	228
1790.473877	188
1791.108887	176
1791.744019	197
1792.37915	203
1793.01416	212
1793.649292	208
1794.284302	176
1794.919434	191
1795.554443	231
1796.189575	204
1796.824585	220
1797.459717	256
1798.094727	238
1798.729858	191
1799.364868	240
1800	229
