wave_nm	int
1115.388428	215
1116.023438	253
1116.658569	218
1117.293579	249
1117.928711	228
1118.563721	227
1119.198853	235
1119.833862	196
1120.468994	235
1121.104004	224
1121.739136	247
1122.374146	235
1123.009277	244
1123.644409	235
1124.279419	208
1124.914551	255
1125.549561	247
1126.184692	244
1126.819702	279
1127.454834	308
1128.089844	254
1128.724976	206
1129.359985	232
1129.995117	195
1130.630249	249
1131.265259	228
1131.900391	245
1132.5354	244
1133.170532	238
1133.805542	230
1134.440674	272
1135.075684	218
1135.710815	189
1136.345825	256
1136.980957	261
1137.615967	297
1138.251099	276
1138.88623	262
1139.52124	265
1140.156372	267
1140.791382	338
1141.426514	485
1142.061523	416
1142.696655	362
1143.331665	522
1143.966797	1097
1144.601807	999
1145.236938	605
1145.871948	373
1146.50708	317
1147.142212	286
1147.777222	371
1148.412354	314
1149.047363	339
1149.682495	438
1150.317505	569
1150.952637	582
1151.587646	588
1152.222778	746
1152.857788	1224
1153.49292	1086
1154.128052	1025
1154.763062	989
1155.398193	1192
1156.033203	1937
1156.668335	5592
1157.303345	35426
1157.938477	65535
1158.573486	65535
1159.208618	49851
1159.843628	13572
1160.47876	3725
1161.11377	1941
1161.748901	2502
1162.384033	8827
1163.019043	10656
1163.654175	5782
1164.289185	2258
1164.924316	1000
1165.559326	927
1166.194458	1056
1166.829468	905
1167.4646	700
1168.099609	653
1168.734741	566
1169.369751	525
1170.004883	571
1170.640015	656
1171.275024	950
1171.910156	4985
1172.545166	18963
1173.180298	16399
1173.815308	7532
1174.450439	2553
1175.085449	1103
1175.720581	807
1176.355591	943
1176.990723	2669
1177.625854	5046
1178.260864	3171
1178.895996	1522
1179.531006	791
1180.166138	598
1180.801147	477
1181.436279	403
1182.071289	377
1182.706421	347
1183.341431	368
1183.976562	383
1184.611572	378
1185.246704	1030
1185.881836	4407
1186.516846	5033
1187.151978	2807
1187.786987	1113
1188.422119	561
1189.057129	431
1189.692261	498
1190.327271	495
1190.962402	611
1191.597412	702
1192.232544	2591
1192.867554	12965
1193.502686	17327
1194.137817	9031
1194.772827	3468
1195.407959	2647
1196.042969	13794
1196.678101	32354
1197.31311	21539
1197.948242	9040
1198.583252	2706
1199.218384	1028
1199.853394	756
1200.488525	755
1201.123535	985
1201.758667	1504
1202.393799	1765
1203.028809	6697
1203.66394	36490
1204.29895	50891
1204.934082	27961
1205.569092	10339
1206.204224	3935
1206.839233	9037
1207.474365	13370
1208.109375	7571
1208.744507	3155
1209.379639	1206
1210.014648	751
1210.64978	540
1211.28479	482
1211.919922	402
1212.554932	413
1213.190063	354
1213.825073	445
1214.460205	704
1215.095215	3285
1215.730347	8206
1216.365356	5892
1217.000488	2771
1217.63562	973
1218.27063	470
1218.905762	373
1219.540771	388
1220.175903	398
1220.810913	451
1221.446045	480
1222.081055	1086
1222.716187	6893
1223.351196	24985
1223.986328	22354
1224.621338	10757
1225.25647	3508
1225.891602	1138
1226.526611	566
1227.161743	517
1227.796753	539
1228.431885	1032
1229.066895	4596
1229.702026	7305
1230.337036	4431
1230.972168	1994
1231.607178	864
1232.24231	624
1232.877441	1298
1233.512451	7402
1234.147583	20145
1234.782593	15220
1235.417725	6869
1236.052734	2308
1236.687866	800
1237.322876	530
1237.958008	485
1238.593018	542
1239.228149	684
1239.863159	1036
1240.498291	2508
1241.133423	12735
1241.768433	32897
1242.403564	26325
1243.038574	13317
1243.673706	8889
1244.308716	26110
1244.943848	55906
1245.578857	39771
1246.213989	19310
1246.848999	6259
1247.484131	2052
1248.119141	965
1248.754272	686
1249.389404	505
1250.024414	399
1250.659546	457
1251.294556	391
1251.929688	368
1252.564697	318
1253.199829	358
1253.834839	330
1254.469971	351
1255.10498	373
1255.740112	405
1256.375244	480
1257.010254	497
1257.645386	551
1258.280396	670
1258.915527	935
1259.550537	1617
1260.185669	5435
1260.820679	14810
1261.455811	29441
1262.09082	18322
1262.725952	8506
1263.360962	2826
1263.996094	1652
1264.631226	3723
1265.266235	7660
1265.901367	8328
1266.536377	4233
1267.171509	1836
1267.806519	719
1268.44165	456
1269.07666	401
1269.711792	338
1270.346802	348
1270.981934	379
1271.616943	376
1272.252075	439
1272.887207	481
1273.522217	564
1274.157349	918
1274.792358	3661
1275.42749	12266
1276.0625	10962
1276.697632	6808
1277.332642	2812
1277.967773	1243
1278.602783	689
1279.237915	437
1279.872925	424
1280.508057	369
1281.143188	414
1281.778198	407
1282.41333	383
1283.04834	413
1283.683472	439
1284.318481	544
1284.953613	475
1285.588623	534
1286.223755	735
1286.858765	2227
1287.493896	13233
1288.129028	27795
1288.764038	19649
1289.39917	8802
1290.03418	3186
1290.669312	1219
1291.304321	755
1291.939453	619
1292.574463	844
1293.209595	3632
1293.844604	14571
1294.479736	16878
1295.114746	9518
1295.749878	3952
1296.38501	1476
1297.02002	691
1297.655151	472
1298.290161	396
1298.925293	421
1299.560303	532
1300.195435	491
1300.830444	413
1301.465576	385
1302.100586	351
1302.735718	329
1303.370728	263
1304.005859	311
1304.640991	303
1305.276001	338
1305.911133	326
1306.546143	323
1307.181274	290
1307.816284	334
1308.451416	256
1309.086426	281
1309.721558	334
1310.356567	281
1310.991699	296
1311.626831	293
1312.261841	310
1312.896973	280
1313.531982	302
1314.167114	317
1314.802124	274
1315.437256	309
1316.072266	305
1316.707397	316
1317.342407	331
1317.977539	481
1318.612549	430
1319.247681	399
1319.882812	325
1320.517822	354
1321.152954	310
1321.787964	324
1322.423096	358
1323.058105	307
1323.693237	369
1324.328247	369
1324.963379	425
1325.598389	812
1326.233521	3683
1326.86853	15854
1327.503662	21894
1328.138794	13714
1328.773804	5885
1329.408936	2199
1330.043945	840
1330.679077	500
1331.314087	401
1331.949219	682
1332.584229	1531
1333.21936	1673
1333.85437	1044
1334.489502	654
1335.124512	389
1335.759644	370
1336.394775	335
1337.029785	308
1337.664917	309
1338.299927	370
1338.935059	396
1339.570068	455
1340.2052	560
1340.84021	954
1341.475342	2440
1342.110352	9012
1342.745483	39367
1343.380615	61997
1344.015625	43169
1344.650757	19161
1345.285767	6945
1345.920898	2502
1346.555908	1338
1347.19104	1299
1347.82605	1339
1348.461182	1574
1349.096191	1357
1349.731323	916
1350.366333	571
1351.001465	387
1351.636597	389
1352.271606	367
1352.906738	300
1353.541748	315
1354.17688	330
1354.81189	315
1355.447021	275
1356.082031	301
1356.717163	274
1357.352173	304
1357.987305	350
1358.622314	254
1359.257446	318
1359.892578	332
1360.527588	384
1361.16272	440
1361.797729	397
1362.432861	345
1363.067871	332
1363.703003	373
1364.338013	1072
1364.973145	2766
1365.608154	2782
1366.243286	1736
1366.878418	814
1367.513428	496
1368.14856	312
1368.783569	309
1369.418701	280
1370.053711	337
1370.688843	305
1371.323853	288
1371.958984	295
1372.593994	328
1373.229126	363
1373.864136	454
1374.499268	781
1375.134399	3658
1375.769409	16293
1376.404541	23250
1377.039551	16173
1377.674683	7279
1378.309692	2860
1378.944824	1034
1379.579834	637
1380.214966	723
1380.849976	751
1381.485107	548
1382.120117	372
1382.755249	310
1383.390381	335
1384.025391	259
1384.660522	240
1385.295532	268
1385.930664	241
1386.565674	282
1387.200806	275
1387.835815	245
1388.470947	277
1389.105957	267
1389.741089	264
1390.376221	243
1391.01123	270
1391.646362	258
1392.281372	278
1392.916504	320
1393.551514	318
1394.186646	301
1394.821655	301
1395.456787	424
1396.091797	465
1396.726929	909
1397.361938	1951
1397.99707	2262
1398.632202	1460
1399.267212	783
1399.902344	446
1400.537354	339
1401.172485	296
1401.807495	276
1402.442627	274
1403.077637	280
1403.712769	342
1404.347778	376
1404.98291	1000
1405.61792	3921
1406.253052	5804
1406.888184	4397
1407.523193	2176
1408.158325	1049
1408.793335	522
1409.428467	401
1410.063477	351
1410.698608	500
1411.333618	694
1411.96875	621
1412.60376	918
1413.238892	2918
1413.873901	4872
1414.509033	4329
1415.144165	4218
1415.779175	8589
1416.414307	10049
1417.049316	8417
1417.684448	7498
1418.319458	5460
1418.95459	3034
1419.5896	1511
1420.224731	2211
1420.859741	4501
1421.494873	5085
1422.130005	4428
1422.765015	2875
1423.400146	1638
1424.035156	834
1424.670288	466
1425.305298	364
1425.94043	298
1426.575439	269
1427.210571	217
1427.845581	264
1428.480713	220
1429.115723	240
1429.750854	287
1430.385986	262
1431.020996	289
1431.656128	265
1432.291138	316
1432.92627	239
1433.561279	300
1434.196411	287
1434.831421	654
1435.466553	2828
1436.101562	7191
1436.736694	7308
1437.371704	4558
1438.006836	2184
1438.641968	932
1439.276978	447
1439.912109	281
1440.547119	281
1441.182251	260
1441.817261	240
1442.452393	247
1443.087402	222
1443.722534	203
1444.357544	276
1444.992676	197
1445.627808	223
1446.262817	225
1446.897949	219
1447.532959	217
1448.168091	282
1448.803101	679
1449.438232	2070
1450.073242	2938
1450.708374	2470
1451.343384	1365
1451.978516	674
1452.613525	353
1453.248657	280
1453.883789	253
1454.518799	186
1455.153931	240
1455.78894	207
1456.424072	232
1457.059082	247
1457.694214	216
1458.329224	220
1458.964355	214
1459.599365	248
1460.234497	231
1460.869507	236
1461.504639	204
1462.139771	237
1462.77478	236
1463.409912	214
1464.044922	200
1464.680054	228
1465.315063	207
1465.950195	221
1466.585205	213
1467.220337	229
1467.855347	240
1468.490479	227
1469.12561	242
1469.76062	234
1470.395752	254
1471.030762	241
1471.665894	218
1472.300903	213
1472.936035	245
1473.571045	189
1474.206177	266
1474.841187	272
1475.476318	250
1476.111328	266
1476.74646	231
1477.381592	217
1478.016602	208
1478.651733	216
1479.286743	200
1479.921875	247
1480.556885	235
1481.192017	216
1481.827026	305
1482.462158	385
1483.097168	958
1483.7323	2306
1484.36731	3181
1485.002441	2663
1485.637573	1563
1486.272583	756
1486.907715	425
1487.542725	278
1488.177856	242
1488.812866	219
1489.447998	236
1490.083008	211
1490.71814	268
1491.353149	245
1491.988281	386
1492.623291	832
1493.258423	1363
1493.893555	1757
1494.528564	1891
1495.163696	1392
1495.798706	857
1496.433838	487
1497.068848	347
1497.703979	275
1498.338989	273
1498.974121	226
1499.609131	258
1500.244263	331
1500.879395	274
1501.514404	242
1502.149536	304
1502.784546	248
1503.419678	247
1504.054688	317
1504.689819	368
1505.324829	376
1505.959961	365
1506.594971	523
1507.230103	1474
1507.865112	2928
1508.500244	3484
1509.135376	6026
1509.770386	8458
1510.405518	7168
1511.040527	4369
1511.675659	2264
1512.310669	1236
1512.945801	913
1513.580811	684
1514.215942	482
1514.850952	320
1515.486084	269
1516.121094	258
1516.756226	205
1517.391357	224
1518.026367	229
1518.661499	214
1519.296509	220
1519.931641	255
1520.56665	225
1521.201782	219
1521.836792	233
1522.471924	225
1523.106934	230
1523.742065	218
1524.377197	230
1525.012207	195
1525.647339	215
1526.282349	253
1526.91748	261
1527.55249	244
1528.187622	266
1528.822632	283
1529.457764	271
1530.092773	239
1530.727905	316
1531.362915	473
1531.998047	1158
1532.633179	1578
1533.268188	1338
1533.90332	800
1534.53833	519
1535.173462	397
1535.808472	264
1536.443604	317
1537.078613	673
1537.713745	1318
1538.348755	1355
1538.983887	1024
1539.618896	623
1540.254028	382
1540.88916	332
1541.52417	211
1542.159302	208
1542.794312	234
1543.429443	184
1544.064453	249
1544.699585	230
1545.334595	264
1545.969727	285
1546.604736	257
1547.239868	354
1547.874878	584
1548.51001	1316
1549.145142	4455
1549.780151	6635
1550.415283	5324
1551.050293	3401
1551.685425	1728
1552.320435	942
1552.955566	579
1553.590576	1113
1554.225708	2014
1554.860718	2076
1555.49585	2273
1556.130981	2511
1556.765991	2903
1557.401123	2201
1558.036133	1432
1558.671265	834
1559.306274	458
1559.941406	298
1560.576416	275
1561.211548	285
1561.846558	248
1562.481689	373
1563.116699	348
1563.751831	315
1564.386963	322
1565.021973	296
1565.657104	335
1566.292114	633
1566.927246	1866
1567.562256	3308
1568.197388	2900
1568.832397	1914
1569.467529	1142
1570.102539	653
1570.737671	757
1571.372681	1088
1572.007812	1041
1572.642944	789
1573.277954	546
1573.913086	394
1574.548096	316
1575.183228	279
1575.818237	287
1576.453369	268
1577.088379	233
1577.723511	272
1578.358521	270
1578.993652	286
1579.628784	264
1580.263794	255
1580.898926	361
1581.533936	580
1582.169067	753
1582.804077	704
1583.439209	551
1584.074219	382
1584.709351	309
1585.34436	246
1585.979492	264
1586.614502	319
1587.249634	329
1587.884766	586
1588.519775	1061
1589.154907	1060
1589.789917	823
1590.425049	670
1591.060059	1044
1591.69519	1327
1592.3302	1125
1592.965332	838
1593.600342	612
1594.235474	456
1594.870483	523
1595.505615	683
